user_id,status_id,created_at,screen_name,text,source,favorite_count,retweet_count,media_type,location,urls_expanded_url
746948926268289024,1532043012594868227,2022-06-01T16:54:52Z,MrDayvs,@Tesla_GTownTX @cybrtrkguy @elonmusk Of ly@job can be die from home why the fuck would I have to go to the office? You are just jealous. Also commuting and using the car has a negative effect in the environment….,Twitter for iPhone,1,0,,,
1518993268637241344,1532042854897713152,2022-06-01T16:54:15Z,ArmyJindu,@Teslaconomics Sell your Tesla car and buy Tesla share,Twitter for Android,0,0,,,
243013409,1532042809620013057,2022-06-01T16:54:04Z,SawyerMerritt,"NEWS: Panasonic said on Wednesday it had shipped samples of its more powerful 4680 format electric car battery to Tesla.

""A pilot line, created first in Japan, made it possible to start large-scale prototype production in May""

1/3
https://t.co/2npJLeKVNw",Twitter Web App,516,58,,,
1098986086645329920,1532042286158254080,2022-06-01T16:51:59Z,BenmeBouba,@WholeMarsBlog @TeslaPodcast @stevenmarkryan @alex_avoigt The French state wants to save its OEMs! It will propose a financial support formula that will allow its citizens to access an electric car for 100€ per month. Apparently @tesla is excluded from the plan!,Twitter for iPhone,1,0,,,
2266897170,1532041980795969536,2022-06-01T16:50:46Z,borgdad,"@DanBuildsTrains @GlobalTom @TechEmails When I take delivery of a $100k vehicle I expect all the parts to be on the car.

My S100D was delivered with missing parts.

A $25k Toyota has better build quality than any Tesla ever built.

Let the excuses and false equivalencies from non-owners and cultists commence!",Twitter for Android,20,0,,Anarchist Jurisdiction,
1121620621,1532041919135682561,2022-06-01T16:50:32Z,DeCryptKeeper,"It could just be me but I have seen Tesla drivers on the road in Chicago, Indianapolis, New York and Washington DC over the past few weeks and all of them have been horrible drivers. At this point I say let the car drive itself because Tesla drivers can't drive😅",Twitter for Android,0,0,,"Chicago, IL",
1468370507418726400,1532041353198153728,2022-06-01T16:48:17Z,bathke_edwin,"@pleb_l0rd @realpauleverton Good.... You also just convinced me that you are a fool without morals. 
Do some research first... Teslas actually record everywhere that you go with the car... You don't have any privacy if you drive a Tesla.",Twitter for Android,0,0,,,
2370878317,1532040935156199432,2022-06-01T16:46:37Z,Atanvadro,"@maxua Well, Tesla is a brick and mortar company after all. Hard to assemble a car, working remotelly",Twitter for Android,1,0,,,
703980739138822144,1532040582952062976,2022-06-01T16:45:13Z,letoiIe,"@CNN I have friends that worked there and they said it’s such a bad environment for tech workers, there’s a huge shortage of tech workers now so go ahead and f around and find out. The car app has been lagging so maybe he’s trying to tank Tesla",Twitter for iPhone,56,2,,Earth,
917849519357804544,1532040378139828224,2022-06-01T16:44:24Z,onestar_eth,"Every time the cycle of technological innovation changes, those companies that once slayed the dragon become the evil dragon that eats the old. This narrative happened in Nokia &amp; Apple, Yahoo &amp; google, fuel car &amp; Tesla .... To name a few, is it their turn today? https://t.co/ekVabFCA72",Twitter Web App,0,0,,USA,
549397346,1532040333185277952,2022-06-01T16:44:14Z,HVAC_Superhero,@Tesla @elonmusk Yday 2.5 months of waiting for our Model 3 came to an end. Within minutes of getting it home we noticed a slight misalignment at the back driver side wheel well. In seconds out elation turned to panic as we noticed significant damage to the underside of the car https://t.co/sK8QiH9KXc,Twitter for iPhone,2,2,,CA,
1366386394768244737,1532040089668308997,2022-06-01T16:43:15Z,DevGlitcher,@ElectrekCo Yes. I must have CarPlay - had to ignore Tesla car just due to that and bought another brand which supports it. Might be tempted to trade in for a Tesla if they bring it…,Twitter for iPhone,0,0,,,
26876235,1532039957744713728,2022-06-01T16:42:44Z,fuckdemmkids,Got my car rental upgraded for free to a Tesla and somehow saved $250 at the same time 💃,Twitter for Android,2,0,,Toronto  ,
1513379348513927175,1532039755885518849,2022-06-01T16:41:56Z,Khan26061195,@elonmusk Tesla is not a fucking car,Twitter for iPhone,0,0,,,
1420818703122325514,1532039544236871686,2022-06-01T16:41:05Z,LegradyMiklos,"@elonmusk @Tesla   Tesla does not have much of a future after Musk revealed himself as a Trump MAGA who drank the cool aid and is scared of the WOKE bogeyman that terrifies all Republicans, . Tesla was the car for ecology progressives, but now Ford and Buick make electric cars.",Twitter Web App,0,0,,,
1368396448505634818,1532039466495332352,2022-06-01T16:40:47Z,dictionaryhill,"@jacecraftmiller @elonmusk Personal preference is one thing. But the S does not look the same. But Cybertruck is boxier and coming

As a data point, people randomly stop me all the time to ask about my car in Southern California where Tesla is better selling than Toyota!) because it looks so good https://t.co/sLhM8L9ts4",Twitter Web App,4,1,,"San Diego, CA",
251050101,1532039171451256833,2022-06-01T16:39:37Z,cawe71,@TesLatino @tesla_raj @TezLabApp @elonmusk @Tesla This is the battery report for my car. Ups and downs. 16777 miles. https://t.co/6r4pVxufvN,Twitter for iPhone,0,0,,"Helsingborg, Sverige",
1390362157422977027,1532039120884834309,2022-06-01T16:39:24Z,notbobbalam,@Kurrco tesla the new hype beast car company,Twitter Web App,134,3,,,
1404024649,1532039033920135169,2022-06-01T16:39:04Z,marylynnjuszcza,Panasonic sends Tesla new EV battery samples ahead of production surge https://t.co/BRBU9mN1da,Twitter for Android,1,1,,,
38218770,1532038524702269447,2022-06-01T16:37:02Z,neonardo,"@nypost Driving a Tesla is also ""pretending"" to drive a self driving safe car",Twitter Web App,1,0,,,
38218770,1531984223095201794,2022-06-01T13:01:16Z,neonardo,@verge Driving a Tesla is pretending to drive self driving safe car,Twitter for Android,0,0,,,
807316862174261250,1532038479483379714,2022-06-01T16:36:52Z,2moon2mars,"@ReachMorpheus Insane collection, but if you want the fastest car might consider test driving a Tesla . Good daily driver",Twitter for iPhone,0,0,,,
16314991,1532038459023564803,2022-06-01T16:36:47Z,arunhn,"This dude is becoming super lame. @elonmusk makes me not want to buy a #Tesla , which I was hoping would be my next car purchase. Now, I am hoping this email was really only meant for executives at the company and not for your average software engineer.  But who knows! https://t.co/zeJ3y9DEbt",Twitter Web App,1,0,,You are still in Kansas!,
851954911,1532038150775721984,2022-06-01T16:35:33Z,MGCorrus,"@elonmusk Interesting you chose Tesla's name for your car company.  Tesla was pure innovation, cared nothing for money, &amp; lived for helping people to the point of being broke at death.  You're more like Thomas Alba Edison.  A little science, all business with no scruples at all.",Twitter Web App,0,0,,"North Phoenix, AZ",
32377726,1532038146053099520,2022-06-01T16:35:32Z,mjmayerhofer,"@economccall @BMG1234567891 @nikitabier @elonmusk @WholeMarsBlog Have you been near an actual Tesla? They're the most thrown together, unfinished, thrown together pieces of junk that's ever been sold. If I took my car to get repaired and the lines were that crooked I'd never accept it. He abuses employees and cuts every corner. It's all hype.",Twitter for Android,2,0,,Rochester NY 14610,
325954258,1532037928586731523,2022-06-01T16:34:40Z,Kingg0ldie,I want a Tesla but if I can’t even keep my phone charged how ima keep my damn car charged… 😂,Twitter for iPhone,1,0,,,
1426238248377008128,1532037853458440194,2022-06-01T16:34:22Z,PaulRiz504,"@JessumDoode @DnbcLive @GerberKawasaki No Ford is a car company. Tesla is a data gathering IT services company selling services to their current clients. 

They are in desperate need to of talented people that will tell Elon where to shove it.",Twitter Web App,6,0,,"Kenner, LA",
364015607,1532037789960765442,2022-06-01T16:34:07Z,killamikemilla,"@TechEmails This makes sense, for the most part, Tesla makes PHYSICAL products.

How are you supposed to build a car product without being able to get in it?

OpenAI or Twitter on the other hand, probably not as important.",Twitter for iPhone,5,0,,Remote,
1518897852830961665,1532037723959214080,2022-06-01T16:33:51Z,greazydollas,"Tesla drivers got the fastest accelerating car mankind has ever known, but a feather for a foot. #speedup",Twitter for Android,0,0,,,
1531607688685228034,1532037627851030529,2022-06-01T16:33:29Z,Egomaster66,"Comment your favourite Car in the Comment section!!
1. Tesla
2. Lambo
3. Mclaren
4. Bronco
6. Lamborghini Hurricane
7. Corvette
8. Porsche
9.  Porsha 
10. Other Comment bellow!",Twitter Web App,5,0,,,
1513036591392079874,1532037456165470208,2022-06-01T16:32:48Z,Damnyanico,@WSBChairman Soon gonna sell for less than a Tesla Model 3 RC car,Twitter for Android,1,0,,,
1532033717979316224,1532037002790440961,2022-06-01T16:30:59Z,SallyWa48191021,"Please help me for a school project I need data for what cars Twitter users drive for a control!
https://t.co/SMTZ7YgrtK
#Data #DataScience #math #cars
#science #car #tesla",Twitter for Android,0,0,,,
833550588851793921,1532036959631450112,2022-06-01T16:30:49Z,ycapsjapan,"Panasonic sends Tesla new EV battery samples ahead of production surge https://t.co/6TSUTyHWhI 
Satoshi Sugiyama (@SatoshiJournal) for Reuters

#YCAPSExpert",Twitter Web App,0,0,,"Yokosuka-shi, Kanagawa",
450112322,1532036684665147392,2022-06-01T16:29:44Z,silaeb,@thematthewcooke @Tesla @elonmusk @Twitter Future electric car will absolutely not be a Tesla .,Twitter for iPhone,0,0,,,
1400671274154614787,1532036377415536640,2022-06-01T16:28:30Z,Nhan85100908,"@elonmusk Elon, consider listening to some customers and have a better design team for the car looks. Tesla Model 3 Performance Auto Fanatic Review | My Honest Thoughts On EV https://t.co/T9yZDjlSmY via @YouTube",Twitter for iPhone,0,0,,,
33445865,1532036301632962562,2022-06-01T16:28:12Z,frantzcayo,My wife was right. We didn’t buy a @Tesla even though I loved the car but having a hard time separating the man from the vehicles. @elonmusk might be a little off in ways I’m not down with.,Twitter for iPhone,1,0,,"Brooklyn, NY",
1063252578878803968,1532036096984592384,2022-06-01T16:27:24Z,TeslaForThe_Win,@Hamburgenser @SamNissim @WholeMarsBlog @elonmusk Every single day…..last week I tried to order a Tesla Model Y Performance and was told it would be 19 to 23 months before I got my car as they are so backlogged…amazing what $4.25 a gallon gas ⛽️ has done for Tesla orders!,Twitter Web App,2,0,,Minnesota / USA 🇺🇸,
1306713697,1532036061622411265,2022-06-01T16:27:15Z,HelmPeter,@tesla_adri @UNECE They have to protect the German car industry. They probably need it.,Twitter for iPhone,0,0,,"Brunswick, Germany",
1352449947736674305,1532035991799832577,2022-06-01T16:26:58Z,Ranjith74187979,"@elonmusk Can you rethink of the car prices ? To make it affordable for everyone.. we are only interested in Tesla, though there is no federal credit benefits.",Twitter for iPhone,0,0,,"Philadelphia, PA",
189955495,1532035905938153473,2022-06-01T16:26:38Z,TopTopPundit,"@SkyNews It’s only fair. I mean if his slaves the family diamond mine can’t work from home, then neither should the people staffing Tesla’s Exploding Car Hotline.",Twitter for iPhone,6,0,,Dublin,
263607988,1532035574076432385,2022-06-01T16:25:19Z,iPicNews,"@briannenoelle8 @AngelEyesNYC Elon knows Tesla is in trouble, other more establish car manufactures have rolled out their electric vehicle &amp; succeeding. 

This is Elon’s exit strategy.",Twitter for iPhone,6,1,,San Francisco & Geneva ,
1282337703036583938,1532035217023705091,2022-06-01T16:23:54Z,CommonS36847344,I’m going to buy an electric car this month and it will not be a Tesla.,Twitter for iPhone,6,0,,,
469568153,1532035133955506177,2022-06-01T16:23:34Z,rlteesdale,"Ordered Model Y 10/25/21 received notification to schedule delivery or lose car 5/31. Contacted Tesla to see if I could delay delivery to take advantage of $4,000 tax credit illinois will offer beginning 7/1. Tried delaying 3 times and each time same serial number assigned to me",Twitter for iPhone,0,0,,"Chicago, IL",
1248413135356248064,1532035128947625987,2022-06-01T16:23:33Z,YungEgg2,@JButtafoucault @Mont_Jiang Mans invented Tesla nad the driverless car and is constantly working on rocket projects. He benefits society by making strides technologically. You write shitty books,Twitter for Android,0,0,,"Florida, USA",
27998570,1532034911493795840,2022-06-01T16:22:41Z,thomasellerjr90,"Rode in a Tesla for the first time yesterday it was a model 3. Besides the camera, sensors, gimmicky door handles &amp; giant screen everything else looked cheaply made. The car seemed small on the inside. https://t.co/GiMW1btZ0V",Twitter for iPhone,0,0,,"Michigan, USA",
17153919,1532034798843179009,2022-06-01T16:22:14Z,siener,"@TechEmails Musk is really trying his best to kill Tesla.

With bigger car brands investing more and more into EVs, Tesla employees won't have a hard time finding other work. They're the people who make Tesla a viable business, not the ""founder"".",Twitter Web App,0,0,,Seattle,
1074835969,1532034545368895488,2022-06-01T16:21:14Z,solanabelenm,Glad to see a car that looks like some kind of Tesla Cybertruck in the new Muse - Will of the People music video https://t.co/Qjmwv3PALz,Twitter Web App,0,0,,Argentina ,
1274531492593569792,1530273500769964033,2022-05-27T19:43:28Z,Businessiz,@elonmusk Great but wen tesla car or $TSLA Stock,Twitter Web App,0,0,,,
1274531492593569792,1532034021932384256,2022-06-01T16:19:09Z,Businessiz,@elonmusk Yes Fuel prices Surging Try To Cheap Tesla Car No One Need Luxury,Twitter Web App,0,0,,,
1340116384420753410,1532033872585961472,2022-06-01T16:18:33Z,CreateForTroll,@yairmar74 @SenseiJettas @BlagueSherzo @heydave7 @elonmusk This is why Elon brings Tesla to achieve such a high margin car… pushing!! You don't have work ethic… I think you don't know that…,Twitter for Android,0,0,,,
1038622283181387776,1532033525859221507,2022-06-01T16:17:11Z,Kyuchan34267788,Can’t build a car from home  https://t.co/ObIT9sG1Js,Twitter for iPhone,0,0,,"Washington, DC",
255840475,1532033437313515523,2022-06-01T16:16:49Z,RyanMcCullagh,Is Tesla the only electric car these days?,Twitter for iPhone,0,0,,Chicago,
1299147466504392705,1532033121713115137,2022-06-01T16:15:34Z,JonathanGuito,"@James95113983 @AaronNikula @DirtyTesLa @Tesla @elonmusk @WholeMarsBlog Yeah, it means a car dedicated to being a robotaxi and nothing else, by Tesla, for Tesla, w/o a steering wheel. Did you pay attention to what Elon's been saying since Autonomy Day? There will be a Tesla Network with two fleets: owner-operated, and Tesla-operated. Not difficult.",Twitter Web App,0,0,,"Atlanta, GA",
4318676663,1532033014754066438,2022-06-01T16:15:09Z,poloknt,"@WholeMarsBlog @elonmusk If your company is a SW company or whatever that your employees are doing such that they can do thier jobs 100% at home or elsewhere on earth just as in the office, so be it.  Tesla is a car factory.  Can't produce cars at home.  So they must be at work.",Twitter for Android,2,2,,"Pearland, TX",
1518129324829851648,1532032574310297600,2022-06-01T16:13:24Z,DarylTheeAuthor,"Tesla is a car manufacturer. In that kind of environment, it makes sense. You have the factory, plus showrooms etc…obviously can’t work remote. So if that accounts for 80% of the workforce then it makes sense for the other 20% to also be there in person. #tesla #elonmusk https://t.co/BRveIMRd7z",Twitter for iPhone,0,0,,"Columbus, OH",
1377928006090551298,1532032497743056899,2022-06-01T16:13:05Z,Adhi_krishnan_1,@elonmusk. When will be tesla car coming to india and also we can purchase with Bitcoin or any other criptocurrency,Twitter for Android,0,0,,Cherpulashery Kerala,
1522663958351470593,1532032454604648449,2022-06-01T16:12:55Z,seasidebest,"@elonmusk Hi Elon
Please note I do not agree with these statements. This has really hurt my children and small community. So do you think that you can do something to help out these kids?. 
Out-of-control Tesla slams into young teacher killing both men.

https://t.co/OT7OOEWABo",Twitter for Android,0,1,,,
781050863846580224,1532031785361518592,2022-06-01T16:10:16Z,OneView01,"@elonmusk Congrats, especially for 7 years in a row!  We'll see if the WH, just 1 Democratic politician or liberal news station highlights your/Tesla's wonderful business interest and workplace environment.  Wonder how Ford, GM and other union car manufacturers scored? Share if possible",Twitter Web App,0,0,,,
1504175211461160961,1532031662959349767,2022-06-01T16:09:46Z,TheLaraWilson,"Why not, 
joint ventures are always cool like @LouisVuitton with @MercedesBenz car accessories. 

#business #Tesla #NFT https://t.co/KlF43Zzpe6",Twitter Web App,2,0,,United States,
1577241403,1532031345240813568,2022-06-01T16:08:31Z,levelsio,"@david_erald @rrmdp @adampnathan @TechEmails Ye I think it kinda makes sense for a car company, they make physical cars. Apple is mostly software as Foxconn is their factory not them. Tesla is their own factory. Diff",Twitter Web App,2,0,,"$3.28M 🟩🟩🟩🟩🟩🟨⬜️⬜️ $4M/y (+156%), 15M MAU, 169M req/mo, 99.998% uptime (30d), last error 2d ago, margin 88.4%, customer rating 90%, inflation 17%",
1417080620388323328,1532031272826155009,2022-06-01T16:08:13Z,RTP1979,"@FoxNews Well that rules out a @Tesla for my next car. 

Anybody stupid enough to stop home working with its many benefits isn’t worthy of my custom. @elonmusk",Twitter for iPhone,0,0,,"England, United Kingdom",
1520817919059443715,1532031050993606656,2022-06-01T16:07:20Z,notjay11_,"@elonmusk remember when tesla catch on fire, the systems turn off so whoever is in the car can't get out... pls speak about this musk",Twitter for Android,0,0,,,
1481285499365040134,1532030745207783425,2022-06-01T16:06:08Z,nh_biz_guide,Miss 3 consecutive payments of Tesla. The car drives itself back to the sales house  via: https://t.co/ped19sYmVf https://t.co/Uw2jjEutB9,Bright Social Live,0,0,,"Manchester, New Hamsphire",
1290262583597887491,1532030639263731713,2022-06-01T16:05:42Z,33Airr,@ShawkR6 @AnifexIv Shawk Tesla is my dream car I want a car review on yt lol,Twitter for iPhone,2,0,,"Melbourne, Victoria",
57508769,1532030629998731265,2022-06-01T16:05:40Z,ThaSmoothness,"@TeslaJoy At that price, there's zero cost benefit of owning a Tesla. It's the same cost per mile (or more) than a gas car. Ridiculous.",Twitter Web App,0,0,,,
1113521396678840324,1532030551674216450,2022-06-01T16:05:21Z,geek4ever555,@WholeMarsBlog @elonmusk Musk is starting to remind more and more Jeff Bezos as an employer. Luckily there is other options so where to choose from. Many other electronic car manufacturers already have better working conditions than Tesla. Tesla bubble is set to burst soon.,Twitter Web App,5,0,,Funland,
1352682972139433986,1532030165009801217,2022-06-01T16:03:49Z,Boozeonme,"@TechEmails He has a point, but -
When your name is Elon Musk and the hole world is looking up to you, your attitude should be more diplomatic. For ex. ""in order to keep Tesla the Nr 1 electrical car factory, all employees, including myself, will attend at the office 40 h per week"".",Twitter for Android,2,0,,"Bucharest, Romania",
307836036,1532029961338503170,2022-06-01T16:03:01Z,FernandoGalue,@joshuaventura @skidmark @ElectrekCo Can you watch netflix/youtube or play games on carplay? We can go back &amp; forth all day. The point is as of today carplay is best for trash UI cars. A dedicated system will always give you the best experience. Maybe when Apple does a car(if ever) the UI will beat Tesla,Twitter for iPhone,0,0,,"Miami, FL",
69558005,1532029884805042177,2022-06-01T16:02:42Z,Kirankool,@WholeMarsBlog @elonmusk And imagine if people would not require to commute why would they need cars? Car companies in trouble including Tesla. A golf cart or a bicycle would be enough if you want to travel in your community only. 😊,Twitter for iPhone,0,0,,,
1531671179542822912,1532029515165474816,2022-06-01T16:01:14Z,vini_hiremath,@elonmusk Hi sir please reply I have a good idea for Tesla car delopment,Twitter for iPhone,1,0,,,
1531671179542822912,1531676974351265792,2022-05-31T16:40:22Z,vini_hiremath,"@elonmusk Hi sir  I am Vinayak from India 🇮🇳 Studding in Mechatronics Engineer I have good idea for improvement of Tesla car Milage ,like 1 time  charge in a one month just one time in a month 💯 and I can do it so can u please reply sir                Thanking you",Twitter for iPhone,0,0,,,
392564639,1532029424610119680,2022-06-01T16:00:53Z,DrRaimondo,People Elon Musk is a car salesman. He builds Electric cars. He stands to sell more EVs with a higher cost of gas. He has been a Democrat and donated to them. He stands to gain by selling EV cars. He even builds some in China. Today's Tesla Share price is $737. Don't be fooled. https://t.co/jN5tDOHVwu,Twitter Web App,0,0,,Clifton. NJ,
